TU_ID	start	stop	tss	strand	rho_dependent	sigma
TU0_6636_with_TERM70_from_RpoD_mono	3913531	3920157	3920157	-	False	RpoD_mono
TU0_13315_from_RpoD_mono	1631063	1631329	None	+	True	RpoD_mono
TU00197_from_RpoD_mono	354108	356678	354108	+	True	RpoD_mono
TU00519_from_RpoD_mono	3706639	3706717	3706717	-	True	RpoD_mono
TU0_14156_from_RpoD_mono	4414464	4414793	None	-	True	RpoD_mono
TU0_13555_from_RpoD_mono	2277810	2278505	None	-	True	RpoD_mono
TU0_13098_from_RpoD_mono	1015762	1017522	None	-	True	RpoD_mono
TU0_13725_from_RpoD_mono	2876591	2882341	2882341	-	True	RpoD_mono
TU0_8778_from_RpoD_mono	656778	657161	None	-	True	RpoD_mono
TU0_12964_from_RpoD_mono	555255	555776	None	-	True	RpoD_mono
TU00111_from_RpoD_mono	3486982	3488243	3488243	-	True	RpoD_mono
TU0_13425_from_RpoD_mono	1910792	1913558	None	-	True	RpoD_mono
TU0_13499_from_RpoD_mono	2116704	2130094	None	-	True	RpoD_mono
TU00387_from_RPOS_MONOMER	1061773	1063056	1063056	-	True	RpoS_mono
TU00387_from_RpoD_mono	1061773	1063056	1063056	-	True	RpoD_mono
TU0_14011_from_RpoD_mono	3839973	3840425	None	-	True	RpoD_mono
TU0_36423_from_RpoD_mono	3053781	3054187	3053781	+	True	RpoD_mono
TU0_36423_from_RPOS_MONOMER	3053781	3054187	3053781	+	True	RpoS_mono
TU0_8863_from_RPON_MONOMER	3980804	3982216	3980804	+	True	RpoN_mono
TU0_1881_from_RpoD_mono	2657585	2660221	2660221	-	True	RpoD_mono
TU0_13663_from_RpoD_mono	2673849	2677389	None	-	True	RpoD_mono
TU0_8549_from_RpoD_mono	345656	345983	345656	+	True	RpoD_mono
TU0_13899_from_RpoD_mono	3383560	3383823	None	+	True	RpoD_mono
TU862_from_RpoD_mono	2252267	2253274	2253274	-	True	RpoD_mono
TU0_13367_from_RpoD_mono	1762737	1762804	None	-	True	RpoD_mono
TU0_1183_with_TERM0_1117_from_RpoD_mono	3939539	3945090	3939539	+	False	RpoD_mono
TU0_1183_with_TERM0_1117_from_RPOH_MONOMER	3939539	3945090	3939539	+	False	RpoH_mono
TU0_12893_from_RpoD_mono	339017	339313	None	+	True	RpoD_mono
TU0_13255_from_RpoD_mono	1489946	1490095	None	-	True	RpoD_mono
TU0_5567_from_RpoD_mono	3101010	3102390	3101010	+	True	RpoD_mono
TU0_12841_from_RpoD_mono	232597	233955	None	-	True	RpoD_mono
TU0_8712_from_RpoD_mono	1872347	1872822	1872347	+	True	RpoD_mono
TU0_8021_from_RpoD_mono	2585497	2588730	2585497	+	True	RpoD_mono
TU00261_with_YJJA_from_RpoD_mono	4597643	4599638	4599638	-	False	RpoD_mono
TU0_8622_from_RpoD_mono	4504649	4504879	None	-	True	RpoD_mono
TU_8385_from_RPOE_MONOMER	2633906	2636997	2636997	-	True	RpoE_mono
TU0_13028_from_RpoD_mono	735668	735922	None	+	True	RpoD_mono
TU00449_with_TERM51_from_RpoD_mono	430320	431469	431469	-	False	RpoD_mono
TU0_14412_from_RpoD_mono	2904665	2906696	2906696	-	True	RpoD_mono
TU0_6646_with_TERM88_from_RpoD_mono	4617590	4619682	4617590	+	False	RpoD_mono
TU00042_from_RpoD_mono	4221831	4225534	4221831	+	True	RpoD_mono
TU0_14286_from_RpoD_mono	3245570	3246844	3245570	+	True	RpoD_mono
TU0_14521_with_TERM0223_from_RpoD_mono	360364	362403	None	-	False	RpoD_mono
TU0_14521_with_TERM0222_from_RpoD_mono	360436	362403	None	-	False	RpoD_mono
TU524_from_RpoD_mono	3948241	3954898	3948241	+	True	RpoD_mono
TU524_with_TERM165_from_RpoD_mono	3948241	3955008	3948241	+	False	RpoD_mono
TU0_8489_from_RpoD_mono	989814	992457	989814	+	True	RpoD_mono
TU0_13185_from_RpoD_mono	1297821	1298468	None	+	True	RpoD_mono
TU0_36424_from_RpoD_mono	3053996	3054187	3053996	+	True	RpoD_mono
TU0_14736_from_RpoD_mono	3655823	3656916	3655823	+	True	RpoD_mono
TU0_14621_from_RpoD_mono	1119924	1120243	1120243	-	True	RpoD_mono
TU0_13614_from_RpoD_mono	2500012	2506264	None	-	True	RpoD_mono
TU00198_from_RpoD_mono	1294669	1297636	1297636	-	True	RpoD_mono
TU00198_from_RPOS_MONOMER	1294669	1297636	1297636	-	True	RpoS_mono
TU0_1902_from_RpoD_mono	3372788	3374258	3372788	+	True	RpoD_mono
TU00520_from_RpoD_mono	4360574	4360650	4360650	-	True	RpoD_mono
TU0_13099_from_RpoD_mono	1020953	1023571	None	-	True	RpoD_mono
TU00112_from_RpoD_mono	3925152	3926170	3925152	+	True	RpoD_mono
TU0_14340_from_RpoD_mono	195677	196534	None	+	True	RpoD_mono
TU0_14071_from_RpoD_mono	4077314	4077532	None	+	True	RpoD_mono
TU00313_from_RpoD_mono	147944	149630	149630	-	True	RpoD_mono
TU0_13804_from_RpoD_mono	3087777	3088274	None	+	True	RpoD_mono
TU0_5568_from_RpoD_mono	3101010	3103534	3101010	+	True	RpoD_mono
TU0_14157_from_RpoD_mono	4415721	4416476	None	-	True	RpoD_mono
TU0_13726_from_RpoD_mono	2882575	2885241	None	-	True	RpoD_mono
TU0_8779_from_RpoD_mono	1639879	1640091	None	+	True	RpoD_mono
TU0_13962_from_RpoD_mono	3653278	3653925	None	-	True	RpoD_mono
TU0_13859_from_RpoD_mono	3236602	3237567	None	+	True	RpoD_mono
TU0_12965_from_RpoD_mono	555884	557004	557004	-	True	RpoD_mono
TU0_13426_from_RpoD_mono	1913655	1914206	None	-	True	RpoD_mono
TU0_14210_from_RpoD_mono	4591384	4592745	None	-	True	RpoD_mono
TU0_13500_from_RpoD_mono	2137783	2139636	None	-	True	RpoD_mono
TU00388_from_RPOS_MONOMER	1341134	1341500	1341500	-	True	RpoS_mono
TU0_8550_from_RpoD_mono	389475	390935	None	+	True	RpoD_mono
TU0_8044_from_RpoD_mono	2169419	2169757	None	-	True	RpoD_mono
TU0_14012_from_RpoD_mono	3840478	3841812	None	-	True	RpoD_mono
TU0_13316_from_RpoD_mono	1631646	1632236	None	+	True	RpoD_mono
TU0_13556_from_RPON_MONOMER	2278644	2280414	2278644	+	True	RpoN_mono
TU0_8864_from_RpoD_mono	1713050	1716058	1716058	-	True	RpoD_mono
TU0_13664_from_RpoD_mono	2677486	2680767	None	-	True	RpoD_mono
TU0_8713_from_RpoD_mono	1872779	1873600	None	-	True	RpoD_mono
TU0_6647_from_RpoD_mono	235934	236798	235934	+	True	RpoD_mono
TU0_36425_from_RpoD_mono	1210903	1211346	1211346	-	True	RpoD_mono
TU863_from_RpoD_mono	1304845	1306691	1306691	-	True	RpoD_mono
TU0_13368_from_RpoD_mono	1762958	1766709	None	-	True	RpoD_mono
TU0_1184_with_TERM0_1117_from_RpoD_mono	3939656	3945090	3939656	+	False	RpoD_mono
TU0_13256_from_RpoD_mono	1489986	1490153	None	-	True	RpoD_mono
TU0_1921_from_RpoD_mono	2789194	2793675	2789194	+	True	RpoD_mono
TU0_8623_from_RpoD_mono	4533038	4534054	None	+	True	RpoD_mono
TU0_13029_from_RpoD_mono	736123	737184	None	+	True	RpoD_mono
TU0_12842_from_RpoD_mono	234027	234782	None	-	True	RpoD_mono
TU00450_with_TERM51_from_RpoD_mono	430320	431315	431315	-	False	RpoD_mono
TU0_13900_from_RpoD_mono	3383879	3384151	None	-	True	RpoD_mono
TU00043_from_RpoD_mono	698797	702931	702931	-	True	RpoD_mono
TU00262_from_RpoD_mono	3699887	3705893	3705893	-	True	RpoD_mono
TU0_5569_from_RpoD_mono	3102015	3102390	3102015	+	True	RpoD_mono
TU0_12894_from_RpoD_mono	339389	341731	None	+	True	RpoD_mono
TU_8387_from_RpoD_mono	3167773	3169855	3167773	+	True	RpoD_mono
TU525_from_RpoD_mono	3948313	3954898	3948313	+	True	RpoD_mono
TU525_with_TERM165_from_RpoD_mono	3948313	3955008	3948313	+	False	RpoD_mono
TU0_14737_with_TERM0_1105_from_RpoD_mono	1234128	1234921	1234128	+	False	RpoD_mono
TU0_13188_from_RpoD_mono	1308593	1308916	1308916	-	True	RpoD_mono
TU0_14413_from_RpoD_mono	2904665	2906724	2906724	-	True	RpoD_mono
TU00199_from_RpoD_mono	4285694	4292162	4285694	+	True	RpoD_mono
TU00521_from_RpoD_mono	4604102	4604455	4604455	-	True	RpoD_mono
TU0_13100_from_RpoD_mono	1025780	1026264	1026264	-	True	RpoD_mono
TU0_14523_from_RpoD_mono	2106361	2109043	None	-	True	RpoD_mono
TU0_8490_from_RpoD_mono	1185046	1186293	1185046	+	True	RpoD_mono
TU00113_from_RpoD_mono	3924568	3925054	3925054	-	True	RpoD_mono
TU0_8061_from_RpoD_mono	4108763	4109547	4109547	-	True	RpoD_mono
TU0_3644_from_RpoD_mono	1509678	1513580	None	+	True	RpoD_mono
TU0_14287_from_RpoD_mono	4233819	4237753	4233819	+	True	RpoD_mono
TU0_14072_from_RpoD_mono	4077774	4077992	None	+	True	RpoD_mono
TU0_14341_from_RpoD_mono	3291422	3293458	None	+	True	RpoD_mono
TU00314_with_PRMAT1_from_RpoD_mono	3405373	3408064	3405373	+	False	RpoD_mono
TU0_1962_from_RpoD_mono	3117619	3126098	3126098	-	True	RpoD_mono
TU0_8551_from_RpoD_mono	398249	398557	None	-	True	RpoD_mono
TU0_13805_from_RpoD_mono	3089156	3090850	None	+	True	RpoD_mono
TU0_6648_from_RpoD_mono	236017	236798	236017	+	True	RpoD_mono
TU0_14622_from_RpoD_mono	1140405	1143644	1143644	-	True	RpoD_mono
TU0_14158_from_RpoD_mono	4426958	4427578	None	+	True	RpoD_mono
TU0_13615_from_RpoD_mono	2507652	2508908	None	+	True	RpoD_mono
TU0_13727_from_RpoD_mono	2890236	2890601	None	+	True	RpoD_mono
TU0_8780_from_RpoD_mono	1050186	1050398	None	-	True	RpoD_mono
TU0_12966_from_RpoD_mono	557435	557977	None	+	True	RpoD_mono
TU0_5581_from_RpoD_mono	3102015	3103534	3102015	+	True	RpoD_mono
TU0_13427_from_RpoD_mono	1914282	1918167	None	+	True	RpoD_mono
TU0_13501_from_RpoD_mono	2149735	2151152	None	-	True	RpoD_mono
TU00389_from_RPOS_MONOMER	1341134	1341393	1341393	-	True	RpoS_mono
TU00389_from_RpoD_mono	1341134	1341393	1341393	-	True	RpoD_mono
TU0_8714_from_RpoD_mono	1875739	1876764	None	+	True	RpoD_mono
TU0_14013_from_RPON_MONOMER	3851868	3853129	3851868	+	True	RpoN_mono
TU0_8865_from_RpoD_mono	1713050	1715293	1715293	-	True	RpoD_mono
TU0_13964_from_RpoD_mono	3657107	3661550	3657107	+	True	RpoD_mono
TU0_8624_from_RpoD_mono	4553513	4554343	None	-	True	RpoD_mono
TU0_13860_from_RpoD_mono	3237885	3239210	3237885	+	True	RpoD_mono
TU0_13030_from_RpoD_mono	737315	738076	None	+	True	RpoD_mono
TU00451_with_TERM49_from_RPOE_MONOMER	1956471	1957010	1957010	-	False	RpoE_mono
TU0_13666_from_RPON_MONOMER	2689179	2689362	2689362	-	True	RpoN_mono
TU0_14211_from_RpoD_mono	4592960	4593874	None	-	True	RpoD_mono
TU864_with_TERM201_from_RpoD_mono	1084088	1085318	1084088	+	False	RpoD_mono
TU0_13369_from_RpoD_mono	1767098	1768210	None	+	True	RpoD_mono
TU0_1186_from_RpoD_mono	4205886	4211182	4205886	+	True	RpoD_mono
TU0_1186_from_RPOH_MONOMER	4205886	4211182	4205886	+	True	RpoH_mono
TU00044_from_RpoD_mono	1279030	1285749	1279030	+	True	RpoD_mono
TU0_13257_from_RpoD_mono	1490143	1490198	None	+	True	RpoD_mono
TU0_14738_from_RpoD_mono	4390759	4390968	4390759	+	True	RpoD_mono
TU0_13318_from_RpoD_mono	1634780	1635481	None	+	True	RpoD_mono
TU0_13557_from_RpoD_mono	2280539	2280823	None	+	True	RpoD_mono
TU526_with_TERM165_from_RpoD_mono	3950411	3955008	3950411	+	False	RpoD_mono
TU0_13189_from_RpoD_mono	1309872	1310270	None	-	True	RpoD_mono
TU0_12843_from_RpoD_mono	236067	236798	None	+	True	RpoD_mono
TU0_3645_from_RPON_MONOMER	1067734	1073249	1073249	-	True	RpoN_mono
TU0_8081_from_RpoD_mono	3068187	3070879	3070879	-	True	RpoD_mono
TU00200_from_RpoD_mono	17458	19620	17458	+	True	RpoD_mono
TU0_1963_from_RpoD_mono	3126228	3127058	3126228	+	True	RpoD_mono
TU00522_with_TERM01021_from_RPOS_MONOMER	122034	129394	122034	+	False	RpoS_mono
TU00522_with_TERM01021_from_RpoD_mono	122034	129394	122034	+	False	RpoD_mono
TU0_13101_from_RpoD_mono	1026334	1026996	None	-	True	RpoD_mono
TU00263_from_RpoD_mono	152829	156235	156235	-	True	RpoD_mono
TU_8388_from_RpoD_mono	2957082	2960529	2960529	-	True	RpoD_mono
TU00114_from_RPON_MONOMER	2321434	2325315	2321434	+	True	RpoN_mono
TU0_14414_from_RpoD_mono	2904665	2906868	2906868	-	True	RpoD_mono
TU0_6649_from_RpoD_mono	844964	847421	847421	-	True	RpoD_mono
TU0_5601_with_TERM85_from_RpoD_mono	3809232	3810600	3810600	-	False	RpoD_mono
TU0_14524_from_RpoD_mono	225759	228875	None	+	True	RpoD_mono
TU0_13901_from_RpoD_mono	3384243	3387359	None	-	True	RpoD_mono
TU0_8491_from_RpoD_mono	3635635	3637164	3635635	+	True	RpoD_mono
TU0_12895_from_RpoD_mono	342108	343157	None	+	True	RpoD_mono
TU0_8552_from_RpoD_mono	474603	475175	None	+	True	RpoD_mono
TU0_14342_from_RpoD_mono	3293416	3293811	None	+	True	RpoD_mono
TU0_14073_from_RpoD_mono	4084039	4084872	None	+	True	RpoD_mono
TU00315_from_RPOS_MONOMER	157253	159171	159171	-	True	RpoS_mono
TU00315_from_RpoD_mono	157253	159171	159171	-	True	RpoD_mono
TU0_8715_from_RpoD_mono	1908300	1909673	None	+	True	RpoD_mono
TU0_13806_from_RpoD_mono	3090959	3091938	None	+	True	RpoD_mono
TU0_3721_from_RpoD_mono	4281276	4285618	4285618	-	True	RpoD_mono
TU0_14159_from_RpoD_mono	4427803	4429299	4427803	+	True	RpoD_mono
TU0_13728_from_RpoD_mono	2890679	2892793	None	+	True	RpoD_mono
TU0_8781_from_RpoD_mono	3326985	3328418	None	+	True	RpoD_mono
TU0_1981_from_RPOS_MONOMER	4609176	4610024	4609176	+	True	RpoS_mono
TU0_1981_from_RpoD_mono	4609176	4610024	4609176	+	True	RpoD_mono
TU0_8625_from_RpoD_mono	4554879	4555408	4554879	+	True	RpoD_mono
TU0_8625_from_RPOS_MONOMER	4554879	4555408	4554879	+	True	RpoS_mono
TU0_13031_from_RpoD_mono	745946	746992	None	-	True	RpoD_mono
TU0_12967_from_RpoD_mono	558197	561523	None	+	True	RpoD_mono
TU00452_with_TERM47_from_RpoD_mono	3088349	3089145	3088349	+	False	RpoD_mono
TU00452_with_TERM48_from_RpoD_mono	3088349	3089134	3088349	+	False	RpoD_mono
TU0_13428_from_RpoD_mono	1918247	1919686	None	+	True	RpoD_mono
TU0_14288_from_RpoD_mono	3302595	3303954	3303954	-	True	RpoD_mono
TU00390_from_RPOS_MONOMER	1103082	1104516	1103082	+	True	RpoS_mono
TU00390_from_RpoD_mono	1103082	1104516	1103082	+	True	RpoD_mono
TU0_13502_from_RpoD_mono	2151335	2151478	2151335	+	True	RpoD_mono
TU0_8082_from_RPOS_MONOMER	3068187	3071845	3071845	-	True	RpoS_mono
TU0_8082_from_RpoD_mono	3068187	3071845	3071845	-	True	RpoD_mono
TU0_14739_from_RpoD_mono	1397745	1398308	1398308	-	True	RpoD_mono
TU00045_from_RpoD_mono	1277155	1278571	1277155	+	True	RpoD_mono
TU0_14625_from_RpoD_mono	1333851	1336530	1333851	+	True	RpoD_mono
TU0_14014_from_RpoD_mono	3853137	3854330	None	-	True	RpoD_mono
TU0_13616_from_RpoD_mono	2509023	2509349	None	+	True	RpoD_mono
TU0_5621_from_RpoD_mono	3348711	3351071	3351071	-	True	RpoD_mono
TU0_8867_with_YJJA_from_RpoD_mono	4597643	4600200	4600200	-	False	RpoD_mono
TU541_from_RpoD_mono	908554	910299	910299	-	True	RpoD_mono
TU541_from_RPOS_MONOMER	908554	910299	910299	-	True	RpoS_mono
TU0_13190_with_TERM0_1157_from_RpoD_mono	1310285	1311722	1311722	-	False	RpoD_mono
TU0_13667_from_RPOH_MONOMER	2695376	2696660	2696660	-	True	RpoH_mono
TU0_6650_from_RpoD_mono	2091384	2095249	2091384	+	True	RpoD_mono
TU866_with_TERM201_from_RpoD_mono	1084161	1085318	1084161	+	False	RpoD_mono
TU00201_from_RpoD_mono	4312367	4323229	4323229	-	True	RpoD_mono
TU00523_with_TERM01021_from_RpoD_mono	127717	129394	127717	+	False	RpoD_mono
TU0_13370_from_RpoD_mono	1768396	1768500	1768396	+	True	RpoD_mono
TU0_13102_from_RPOH_MONOMER	1027627	1027944	None	-	True	RpoH_mono
TU0_1187_from_RpoD_mono	2724091	2729470	2729470	-	True	RpoD_mono
TU0_1187_from_RPOH_MONOMER	2724091	2729470	2729470	-	True	RpoH_mono
TU0_13258_from_RpoD_mono	1493312	1494655	None	+	True	RpoD_mono
TU0_12844_from_RpoD_mono	237335	238120	None	+	True	RpoD_mono
TU0_13965_from_RpoD_mono	3665814	3667284	3667284	-	True	RpoD_mono
TU00115_from_RpoD_mono	324801	328585	328585	-	True	RpoD_mono
TU0_13861_from_RpoD_mono	3239215	3239766	None	-	True	RpoD_mono
TU0_14212_from_RpoD_mono	4595173	4597464	None	-	True	RpoD_mono
TU00264_from_RpoD_mono	583903	586131	None	-	True	RpoD_mono
TU0_3723_from_RPOS_MONOMER	4281276	4285414	4285414	-	True	RpoS_mono
TU0_3723_from_RpoD_mono	4281276	4285414	4285414	-	True	RpoD_mono
TU_8389_with_TERM1_from_RpoD_mono	925385	925702	925702	-	False	RpoD_mono
TU0_13319_from_RpoD_mono	1635633	1635870	1635870	-	True	RpoD_mono
TU0_13558_from_RpoD_mono	2282151	2284158	None	+	True	RpoD_mono
TU0_2_from_RpoD_mono	2749781	2751478	2749781	+	True	RpoD_mono
TU0_8553_from_RpoD_mono	475206	475595	None	-	True	RpoD_mono
TU0_14415_from_RpoD_mono	2421758	2424859	2424859	-	True	RpoD_mono
TU0_14525_from_RpoD_mono	3796262	3798219	None	-	True	RpoD_mono
TU0_8492_from_RpoD_mono	4447145	4447709	4447709	-	True	RpoD_mono
TU0_5661_from_RpoD_mono	4574935	4577360	None	-	True	RpoD_mono
TU0_8716_from_EG11355_MONOMER	1993741	1994066	1993741	+	True	FliA_mono
TU0_8083_with_TERM0902_from_RpoD_mono	3069453	3070879	3070879	-	False	RpoD_mono
TU0_8626_from_RpoD_mono	4568185	4569597	None	-	True	RpoD_mono
TU0_13032_from_RpoD_mono	747144	751392	None	-	True	RpoD_mono
TU0_13902_from_RpoD_mono	3388605	3390050	None	-	True	RpoD_mono
TU0_14074_from_RpoD_mono	4085025	4086080	None	+	True	RpoD_mono
TU0_14343_from_RpoD_mono	3293831	3294421	None	+	True	RpoD_mono
TU00453_with_TERM47_from_RpoD_mono	3088297	3089145	3088297	+	False	RpoD_mono
TU00453_with_TERM48_from_RpoD_mono	3088297	3089134	3088297	+	False	RpoD_mono
TU00316_from_RpoD_mono	4142018	4145159	None	+	True	RpoD_mono
TU0_12896_from_RpoD_mono	343400	344215	None	+	True	RpoD_mono
TU0_14740_from_RpoD_mono	4482463	4484135	4484135	-	True	RpoD_mono
TU0_13807_from_RpoD_mono	3093120	3096425	None	+	True	RpoD_mono
TU0_6651_with_TERM165_from_RpoD_mono	3953258	3955008	3953258	+	False	RpoD_mono
TU0_14160_from_RpoD_mono	4430114	4431088	None	-	True	RpoD_mono
TU0_13729_from_RpoD_mono	2892941	2894577	None	-	True	RpoD_mono
TU00046_from_RpoD_mono	3492009	3497223	3492009	+	True	RpoD_mono
TU0_8782_from_RpoD_mono	879876	881152	879876	+	True	RpoD_mono
TU542_from_RPOS_MONOMER	1830423	1831258	1830423	+	True	RpoS_mono
TU0_13193_with_TERM0_1156_from_RPOS_MONOMER	1312692	1314116	1314116	-	False	RpoS_mono
TU0_12968_from_RpoD_mono	561565	563068	None	+	True	RpoD_mono
TU0_13429_from_RpoD_mono	1919804	1920040	None	+	True	RpoD_mono
TU00391_with_TERM0_1145_from_RPOS_MONOMER	1978120	1979675	1979675	-	False	RpoS_mono
TU0_13503_from_RpoD_mono	2151670	2151805	2151670	+	True	RpoD_mono
TU0_3741_from_RpoD_mono	4126659	4130290	4126659	+	True	RpoD_mono
TU00202_from_RPOS_MONOMER	3904876	3909591	3909591	-	True	RpoS_mono
TU00202_from_RpoD_mono	3904876	3909591	3909591	-	True	RpoD_mono
TU0_2001_from_RpoD_mono	1006895	1011094	1006895	+	True	RpoD_mono
TU00524_from_RpoD_mono	754181	764272	754181	+	True	RpoD_mono
TU0_13103_from_RpoD_mono	1028002	1029192	None	-	True	RpoD_mono
TU0_14015_from_RpoD_mono	3854934	3858139	None	-	True	RpoD_mono
TU0_8868_with_DNAC_from_RpoD_mono	4598162	4599638	4599638	-	False	RpoD_mono
TU00116_from_RpoD_mono	328645	330720	328645	+	True	RpoD_mono
TU0_13668_from_RpoD_mono	2696781	2697629	None	+	True	RpoD_mono
TU0_14290_from_RpoD_mono	3338233	3340274	3338233	+	True	RpoD_mono
TU0_5682_from_RPOS_MONOMER	3656368	3661550	3656368	+	True	RpoS_mono
TU869_from_RpoD_mono	426429	429700	426429	+	True	RpoD_mono
TU0_13371_from_RpoD_mono	1768639	1768995	None	+	True	RpoD_mono
TU0_1188_from_RpoD_mono	2724091	2729354	2729354	-	True	RpoD_mono
TU0_13259_from_RpoD_mono	1494880	1496535	None	+	True	RpoD_mono
TU0_14627_from_EG11355_MONOMER	1490463	1492134	1490463	+	True	FliA_mono
TU0_13617_from_RpoD_mono	2512353	2513465	None	+	True	RpoD_mono
TU0_12845_from_RpoD_mono	238462	238586	None	+	True	RpoD_mono
TU0_8554_from_RpoD_mono	398817	399029	None	+	True	RpoD_mono
TU0_8084_with_TERM0924_from_RpoD_mono	1946686	1948641	1948641	-	False	RpoD_mono
TU00265_with_TERM081_from_RpoD_mono	3148574	3150036	3150036	-	False	RpoD_mono
TU_8390_with_TERM1_from_RpoD_mono	925385	925908	925908	-	False	RpoD_mono
TU0_13966_from_RPON_MONOMER	3670159	3671336	3670159	+	True	RpoN_mono
TU0_8717_from_RpoD_mono	1987275	1987514	None	-	True	RpoD_mono
TU0_13863_from_RpoD_mono	3246991	3248398	None	+	True	RpoD_mono
TU0_14416_from_RPOS_MONOMER	2033654	2034710	2033654	+	True	RpoS_mono
TU0_6652_from_RpoD_mono	698797	699575	699575	-	True	RpoD_mono
TU0_3841_from_RpoD_mono	59687	63358	63358	-	True	RpoD_mono
TU0_14213_from_RpoD_mono	4600111	4601057	4601057	-	True	RpoD_mono
TU0_14527_with_TERM0_1143_from_RpoD_mono	1842956	1846048	1846048	-	False	RpoD_mono
TU0_2021_from_RpoD_mono	4238323	4238758	4238323	+	True	RpoD_mono
TU0_14741_from_RpoD_mono	4482463	4484124	4484124	-	True	RpoD_mono
TU0_8627_from_RpoD_mono	4626878	4628545	None	-	True	RpoD_mono
TU0_13033_from_RpoD_mono	751452	752018	None	-	True	RpoD_mono
TU0_8493_from_RpoD_mono	404059	404910	404910	-	True	RpoD_mono
TU00454_from_RpoD_mono	2926057	2928965	2926057	+	True	RpoD_mono
TU0_13320_from_RpoD_mono	1635978	1636133	None	-	True	RpoD_mono
TU0_13559_from_RpoD_mono	2303130	2304776	None	-	True	RpoD_mono
TU00047_from_RpoD_mono	2342777	2346536	2342777	+	True	RpoD_mono
TU0_5741_from_RPON_MONOMER	4260839	4261105	4260839	+	True	RpoN_mono
TU543_with_TERM0281_from_RpoD_mono	3267984	3268614	3268614	-	False	RpoD_mono
TU543_with_TERM0282_from_RpoD_mono	3268097	3268614	3268614	-	False	RpoD_mono
TU543_with_TERM0283_from_RpoD_mono	3268210	3268614	3268614	-	False	RpoD_mono
TU0_13194_from_RpoD_mono	1321212	1324665	1321212	+	True	RpoD_mono
TU0_14344_from_RpoD_mono	161501	162031	None	-	True	RpoD_mono
TU0_14075_from_RpoD_mono	4086130	4090846	None	-	True	RpoD_mono
TU00319_from_RpoD_mono	1187539	1189706	1189706	-	True	RpoD_mono
TU0_13808_from_RpoD_mono	3096580	3097587	None	-	True	RpoD_mono
TU00203_with_TERM4_from_RpoD_mono	1260118	1261400	1261400	-	False	RpoD_mono
TU0_14161_from_RpoD_mono	4431187	4432047	None	-	True	RpoD_mono
TU00526_from_RPOE_MONOMER	2705344	2707654	2707654	-	True	RpoE_mono
TU0_13104_from_RpoD_mono	1029562	1029891	None	-	True	RpoD_mono
TU0_13730_from_RpoD_mono	2894555	2895892	None	-	True	RpoD_mono
TU0_8783_from_RpoD_mono	1623359	1625404	None	-	True	RpoD_mono
TU0_12969_from_RpoD_mono	565321	565584	None	-	True	RpoD_mono
TU00117_from_RpoD_mono	808525	812170	808525	+	True	RpoD_mono
TU0_13430_from_RpoD_mono	1920145	1920336	None	+	True	RpoD_mono
TU00392_from_RpoD_mono	1100074	1102567	1102567	-	True	RpoD_mono
TU00392_from_RPOS_MONOMER	1100074	1102567	1102567	-	True	RpoS_mono
TU0_13504_from_RpoD_mono	2163213	2163545	None	+	True	RpoD_mono
TU0_13903_from_RpoD_mono	3390480	3394280	None	-	True	RpoD_mono
TU0_8101_from_RpoD_mono	797809	798804	None	+	True	RpoD_mono
TU0_12897_from_RpoD_mono	344628	344873	None	+	True	RpoD_mono
TU0_14016_from_RpoD_mono	3859372	3861626	None	-	True	RpoD_mono
TU0_8869_with_DNAC_from_RpoD_mono	4598162	4600200	4600200	-	False	RpoD_mono
TU0_3862_from_RPOS_MONOMER	17317	19620	17317	+	True	RpoS_mono
TU0_2041_from_RpoD_mono	141360	141967	141360	+	True	RpoD_mono
TU0_13669_from_RpoD_mono	2697685	2697945	None	+	True	RpoD_mono
TU0_8555_from_RpoD_mono	443882	444398	443882	+	True	RpoD_mono
TU0_6653_with_AROF_TYRA_TERMINATOR_from_RpoD_mono	2735601	2736962	2735601	+	False	RpoD_mono
TU870_with_TERM202_from_RpoD_mono	425279	427010	425279	+	False	RpoD_mono
TU0_13372_from_RpoD_mono	1769095	1770309	None	+	True	RpoD_mono
TU0_1189_from_RpoD_mono	223485	228875	223485	+	True	RpoD_mono
TU0_1189_from_RPOH_MONOMER	223485	228875	223485	+	True	RpoH_mono
TU0_13260_from_RpoD_mono	1496675	1496899	None	+	True	RpoD_mono
TU0_14742_from_RpoD_mono	3656085	3661550	3656085	+	True	RpoD_mono
TU0_12846_from_RpoD_mono	243543	244121	None	+	True	RpoD_mono
TU0_5761_from_RPOS_MONOMER	3662887	3662991	3662887	+	True	RpoS_mono
TU0_8718_from_RpoD_mono	2027563	2028483	None	+	True	RpoD_mono
TU0_14291_from_RpoD_mono	3340284	3341433	3340284	+	True	RpoD_mono
TU00266_from_RpoD_mono	1147982	1150627	None	+	True	RpoD_mono
TU_8391_from_RPOE_MONOMER	2733983	2734905	2733983	+	True	RpoE_mono
TU0_8628_from_RpoD_mono	4594013	4595035	None	+	True	RpoD_mono
TU0_13034_from_RpoD_mono	780291	780445	None	+	True	RpoD_mono
TU0_14629_from_RpoD_mono	1713050	1715307	1715307	-	True	RpoD_mono
TU00455_from_RpoD_mono	3999217	4000399	3999217	+	True	RpoD_mono
